"Jahr","Gebiet","Indikator_ID","Indikator_Name","Variable","Wert","Einheit","Datenquelle"
2021,"Flughafen Zürich","KG2","Vertanktes Kerosin nach Energieträger","Fossiles Kerosin",564996,"Tonnen (t)","Bundesamt für Zivilluftfahrt (BAZL)"
2021,"Flughafen Zürich","KG2","Vertanktes Kerosin nach Energieträger","Erneuerbares Kerosin",591,"Tonnen (t)","Bundesamt für Zivilluftfahrt (BAZL)"
2021,"Flughafen Zürich","KG2","Vertanktes Kerosin nach Energieträger","Erneuerbares Kerosin",0.00104602510460251,"Prozent (%)","Bundesamt für Zivilluftfahrt (BAZL)"
2021,"Flughafen Zürich","KG2","Vertanktes Kerosin nach Energieträger","Fossiles Kerosin",0.998953974895398,"Prozent (%)","Bundesamt für Zivilluftfahrt (BAZL)"
2022,"Flughafen Zürich","KG2","Vertanktes Kerosin nach Energieträger","Fossiles Kerosin",983862,"Tonnen (t)","Bundesamt für Zivilluftfahrt (BAZL)"
2022,"Flughafen Zürich","KG2","Vertanktes Kerosin nach Energieträger","Erneuerbares Kerosin",8,"Tonnen (t)","Bundesamt für Zivilluftfahrt (BAZL)"
2022,"Flughafen Zürich","KG2","Vertanktes Kerosin nach Energieträger","Erneuerbares Kerosin",8.13122165506951e-06,"Prozent (%)","Bundesamt für Zivilluftfahrt (BAZL)"
2022,"Flughafen Zürich","KG2","Vertanktes Kerosin nach Energieträger","Fossiles Kerosin",0.999991868778345,"Prozent (%)","Bundesamt für Zivilluftfahrt (BAZL)"
2023,"Flughafen Zürich","KG2","Vertanktes Kerosin nach Energieträger","Fossiles Kerosin",1154065,"Tonnen (t)","Bundesamt für Zivilluftfahrt (BAZL)"
2023,"Flughafen Zürich","KG2","Vertanktes Kerosin nach Energieträger","Erneuerbares Kerosin",417,"Tonnen (t)","Bundesamt für Zivilluftfahrt (BAZL)"
2023,"Flughafen Zürich","KG2","Vertanktes Kerosin nach Energieträger","Erneuerbares Kerosin",0.000361331467465004,"Prozent (%)","Bundesamt für Zivilluftfahrt (BAZL)"
2023,"Flughafen Zürich","KG2","Vertanktes Kerosin nach Energieträger","Fossiles Kerosin",0.999638668532535,"Prozent (%)","Bundesamt für Zivilluftfahrt (BAZL)"
